127.0.0.1 - - [30/Apr/2025:08:11:01 +0530] "GET / HTTP/1.1" 404 754
0:0:0:0:0:0:0:1 - - [30/Apr/2025:08:13:46 +0530] "GET /Job_Portal/adminLogin.jsp HTTP/1.1" 200 2575
0:0:0:0:0:0:0:1 - - [30/Apr/2025:08:13:58 +0530] "POST /Job_Portal/AdminController HTTP/1.1" 200 3883
0:0:0:0:0:0:0:1 - - [30/Apr/2025:08:14:20 +0530] "POST /Job_Portal/AdminController HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [30/Apr/2025:08:14:31 +0530] "POST /Job_Portal/CompanyController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2025:08:14:31 +0530] "GET /Job_Portal/userLogin.jsp?error=invalid%20email%20and%20password HTTP/1.1" 200 3491
0:0:0:0:0:0:0:1 - - [30/Apr/2025:08:14:36 +0530] "POST /Job_Portal/AdminController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2025:08:14:36 +0530] "GET /Job_Portal/adminLogin.jsp HTTP/1.1" 200 2575
0:0:0:0:0:0:0:1 - - [30/Apr/2025:08:14:47 +0530] "POST /Job_Portal/AdminController HTTP/1.1" 200 3883
0:0:0:0:0:0:0:1 - - [30/Apr/2025:08:14:54 +0530] "POST /Job_Portal/UserController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2025:08:14:54 +0530] "GET /Job_Portal/userLogin.jsp?error=invalid%20email%20and%20password HTTP/1.1" 200 3491
0:0:0:0:0:0:0:1 - - [30/Apr/2025:08:14:57 +0530] "GET /Job_Portal/userLogin.jsp?error=invalid%20email%20and%20password HTTP/1.1" 200 3491
0:0:0:0:0:0:0:1 - - [30/Apr/2025:08:15:04 +0530] "GET /Job_Portal/companyLogin.jsp HTTP/1.1" 200 3411
0:0:0:0:0:0:0:1 - - [30/Apr/2025:08:15:12 +0530] "POST /Job_Portal/CompanyController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2025:08:15:12 +0530] "GET /Job_Portal/companyDashboard.jsp HTTP/1.1" 200 3967
